CustomerId,CreditScore,Gender,Age,Balance,IsActiveMember,EstimatedSalary,Complain
15803976,694,0,31,0,0,160990.27,0
15682541,616,0,36,132311.71,0,15462.84,0
15695699,687,1,35,0,0,10334.05,0
15624188,712,0,33,0,1,190686.16,0
15812191,553,1,33,118082.89,0,94440.45,0
15636673,667,1,31,119266.69,1,28257.63,0
15594898,731,1,43,0,1,170034.95,1
15660211,629,1,35,156847.29,0,31824.29,0
15773972,614,1,50,137104.47,0,127166.49,1
15746726,438,1,31,78398.69,0,44937.01,0
15712287,652,0,80,0,1,188603.07,0
15702919,729,1,30,63669.42,0,145111.37,0
15674398,642,1,38,0,0,171463.83,0
15797960,806,0,59,135296.33,0,182822.5,0
15631868,744,1,36,153804.44,1,87213.33,0
15581539,474,1,37,0,0,57175.32,0
15662736,559,1,49,147069.78,0,120540.83,1
15666252,706,1,42,0,1,28714.34,0
15677512,628,0,22,0,0,85426.28,0
15626114,429,1,24,95741.75,0,46170.75,0
15810834,525,0,57,145965.33,1,64448.36,0
15678910,680,0,30,141441.75,1,16278.97,0
15694408,749,1,40,139290.41,0,182855.42,1
15585215,763,0,31,0,0,50404.72,0
15682757,734,1,30,0,0,107640.25,0
15736601,716,1,35,144428.87,0,134132.65,0
15601848,594,1,35,0,0,103480.69,0
15736008,644,0,46,95441.27,0,108761.05,1
15669064,671,1,35,144848.74,1,179012.3,0
15624528,664,1,26,116244.14,1,95145.14,0
15598493,656,1,50,0,1,72143.44,0
15601274,667,0,40,146502.07,0,19162.89,0
15702669,663,1,44,117028.6,1,144680.18,0
15728669,584,0,30,112013.81,0,177772.03,1
15742668,626,0,37,108269.37,0,5597.94,0
15697441,485,1,29,182123.79,0,116828.51,1
15740476,659,0,32,150923.74,1,174652.51,0
15648064,649,1,33,0,0,2010.98,0
15636624,805,0,39,165272.13,0,14109.85,1
15807923,716,0,39,115301.31,0,43527.4,1
15745844,642,0,40,129502.49,1,86099.23,1
15786170,659,1,31,118342.26,0,161574.19,0
15681081,545,0,47,0,1,38970.14,0
15684484,543,1,22,0,0,127587.22,0
15785869,718,0,25,0,0,30380.12,0
15763859,840,0,43,0,0,90908.95,0
15658935,630,0,34,106937.05,0,138275.01,0
15747358,643,1,59,170331.37,1,32171.79,0
15735203,654,0,32,114510.85,1,126143.23,0
15576256,582,1,39,0,1,129892.93,0
15659420,659,1,32,107594.11,1,102416.84,0
15593365,762,1,39,81273.13,1,18719.67,0
15777352,568,0,32,169399.6,0,61936.22,0
15812007,670,1,25,0,1,78358.94,0
15625461,613,0,45,187841.99,1,147224.27,0
15739438,539,1,30,0,0,160979.66,0
15611759,850,0,57,126776.3,1,132298.49,0
15661629,522,1,34,126436.29,0,174248.52,1
15633950,737,1,41,101960.74,1,123547.28,0
15592386,520,1,58,0,1,32790.02,0
15803716,706,1,28,0,1,181543.67,0
15696674,643,0,45,150842.93,1,2319.96,1
15706365,648,0,50,102535.57,1,189543.19,0
15745088,443,0,29,99027.61,0,10940.4,0
15676715,640,1,68,0,1,199493.38,0
15613085,628,0,33,0,1,188193.25,0
15633537,540,0,42,87271.41,0,172572.64,0
15594720,460,0,35,102742.91,1,189339.6,0
15684042,636,1,34,40105.51,1,53512.16,0
15583303,593,0,29,152265.43,0,34004.44,0
15611579,801,1,42,141947.67,1,10598.29,0
15774696,640,0,75,106307.91,1,113428.77,0
15694506,611,1,31,107884.81,1,183487.98,0
15688074,802,1,31,125013.72,1,187658.09,0
15759537,717,1,35,58469.37,1,172459.39,0
15758449,769,0,39,0,1,21016,0
15583456,745,1,45,117231.63,1,122381.02,1
15667871,572,1,35,152390.26,0,128123.66,0
15677371,629,0,30,34013.63,0,19570.63,0
15629677,687,0,39,0,0,188150.6,1
15713578,483,0,50,0,1,111020.24,0
15591509,690,1,36,101583.11,0,123775.15,0
15568240,492,0,30,77168.87,1,146700.22,0
15622993,709,1,28,124695.72,0,145251.35,0
15689294,705,1,44,105934.96,0,82463.69,0
15720910,560,0,66,0,1,15928.49,0
15721181,611,1,46,0,0,45886.33,0
15776433,730,1,62,0,1,186489.95,0
15748936,709,0,45,0,1,162922.65,0
15717225,544,0,21,161525.96,0,9262.77,0
15685226,712,0,29,147199.07,1,84932.4,0
15785611,752,1,38,183102.29,1,71557.12,0
15573456,648,1,46,127209,0,77405.95,1
15684548,556,1,38,0,0,417.41,1
15620505,594,0,24,97378.54,1,71405.17,0
15807432,645,0,37,136925.09,1,153400.24,0
15584766,557,1,33,54503.55,1,371.05,0
15612187,547,1,32,155726.85,0,67789.99,0
15762218,701,0,39,0,1,145894.9,0
15646372,616,0,66,135842.41,0,183840.51,1
15690452,605,1,52,63349.75,0,108887.44,0
15747795,593,0,38,129499.42,1,154071.27,0
15781589,751,1,52,0,1,179291.85,0
15732674,443,1,36,70438.01,1,56937.43,0
15642291,685,1,23,0,1,112239.03,0
15692761,718,1,36,0,0,45909.87,0
15578045,538,0,49,141434.04,0,173779.25,1
15745354,611,0,37,0,0,125696.26,0
15701376,668,1,37,152958.29,1,159585.61,0
15691625,537,0,41,138306.34,0,106761.47,0
15566594,709,1,23,0,0,129590.18,0
15760431,850,1,38,0,1,80006.65,0
15686302,745,0,31,124328.84,1,140451.52,0
15801559,693,0,41,181461.48,1,187929.43,1
15810432,795,1,35,0,0,167155.36,0
15809616,626,1,26,0,0,191420.71,0
15720559,487,0,61,110368.03,0,11384.45,1
15695632,556,0,39,89588.35,1,94898.1,0
15659843,643,0,46,0,0,106781.59,0
15615624,605,0,28,0,0,159508.52,0
15810418,756,0,60,115924.89,0,93524.19,1
15716186,586,0,38,0,0,87168.46,0
15674551,535,1,40,111756.5,0,8128.32,1
15622834,678,0,35,0,0,125518.32,0
15566111,596,1,39,0,0,48963.59,0
15784597,648,1,26,162923.85,0,98368.24,0
15652883,492,1,39,124576.65,0,148584.61,0
15806964,702,1,45,80793.58,1,27474.81,0
15576313,486,0,40,71340.09,0,76192.21,0
15806467,568,1,40,99282.63,0,134600.94,1
15597602,619,1,57,137946.39,1,72467.99,1
15743040,724,1,41,127892.57,1,199645.45,0
15705521,548,0,33,101084.36,0,42749.85,0
15595039,545,0,37,114754.08,0,136050.44,1
15799384,683,1,33,0,0,73564.44,0
15581197,762,0,51,99286.98,1,85578.63,0
15693737,627,0,30,79871.02,0,129826.89,0
15624623,516,1,35,104088.59,0,119666,0
15783501,800,0,38,168190.33,0,68052.08,0
15690134,464,0,42,85679.25,1,164104.74,0
15782735,626,0,35,0,0,80190.36,0
15611088,790,0,31,0,0,84126.75,0
15672145,534,0,34,121551.58,1,70179,0
15732628,745,1,46,122220.19,1,118024.1,0
15787470,553,1,47,116528.15,0,145704.19,1
15803406,748,0,26,77780.29,1,183049.41,0
15730460,722,1,37,0,0,120906.83,0
15644572,501,1,40,125832.2,1,100433.83,0
15694860,675,0,38,68065.8,0,138777,1
15658169,778,0,47,127299.34,0,124694.99,0
15794396,494,0,38,174937.64,0,40084.32,0
15785798,850,1,40,0,1,119232.33,0
15710825,592,1,31,110071.1,0,43921.36,0
15668444,590,0,44,139432.37,0,62222.81,0
15726631,758,0,39,127357.76,1,56577,0
15733797,506,1,36,0,0,164253.35,0
15747960,733,1,33,0,1,7666.73,0
15634632,711,1,38,0,0,68487.51,0
15707362,514,1,43,95556.31,1,199273.98,1
15662976,637,1,37,0,1,186062.36,0
15732778,468,1,29,111681.98,1,195711.16,0
15718443,539,1,39,0,0,36692.17,0
15670039,509,0,25,108738.71,0,106920.57,0
15773792,662,0,32,133950.37,1,48725.68,1
15613786,818,1,26,0,1,167036.94,0
15726032,608,1,33,89968.69,0,68777.26,0
15663252,850,0,32,0,1,18924.92,0
15593782,816,0,38,130878.75,0,71905.77,1
15633283,536,1,35,0,0,64833.28,0
15749167,753,1,35,0,1,184843.77,0
15759298,631,1,27,134169.62,1,176730.02,0
15683625,703,1,37,149762.08,0,20629.4,1
15635367,774,1,26,93844.69,0,28415.36,0
15681705,785,1,28,0,0,77231.27,0
15603156,571,0,33,0,0,102750.7,0
15591986,621,1,46,141078.37,0,34580.8,1
15798888,605,0,31,117992.59,1,183598.77,0
15809722,611,0,40,100812.33,0,147358.27,0
15677538,569,1,38,0,1,108469.2,0
15797736,658,1,29,80262.6,1,20612.82,0
15695585,788,1,34,156478.62,1,181196.76,0
15744398,525,0,23,0,0,160249.1,0
15750658,798,1,37,0,0,110783.28,0
15578186,486,1,37,115217.99,0,144995.33,0
15676519,615,1,61,0,0,150227.85,1
15637954,730,0,35,155470.55,1,53718.28,0
15758639,641,1,37,0,0,75248.3,0
15613772,542,1,39,135096.77,1,14353.43,1
15731744,692,1,30,0,1,130486.57,0
15807709,714,0,55,180075.22,1,100127.71,0
15714689,591,1,29,97541.24,1,196356.17,0
15699005,710,0,41,156067.05,1,9983.88,0
15624170,639,0,38,81550.94,1,118974.77,0
15725679,531,0,47,0,0,194998.34,1
15585865,673,0,38,170061.92,0,134901.34,1
15804256,765,1,36,92310.54,1,72924.56,0
15662403,622,0,32,169089.38,0,101057.95,0
15733616,806,1,40,80613.93,1,142838.64,0
15591995,757,1,26,121581.56,1,127059.04,0
15677020,570,0,58,0,1,116503.92,1
15727688,555,1,32,0,1,54405.79,0
15715941,692,1,54,0,1,88721.84,0
15714485,774,1,60,85891.55,0,74135.48,1
15730059,638,1,44,77637.35,1,111346.22,0
15715527,543,0,41,0,0,194902.16,0
15576623,584,1,31,0,0,31474.27,0
15805565,691,1,30,116927.89,0,21198.39,0
15677307,684,0,40,137326.65,0,186976.6,0
15773890,733,1,22,0,1,117202.19,0
15598883,599,0,37,0,1,143739.29,0
15568506,524,0,31,67238.98,1,161811.23,0
15761043,632,0,38,86569.76,0,98090.91,0
15782236,735,1,34,0,0,71095.41,0
15593601,734,1,34,133598.4,1,13107.24,0
15682048,605,0,51,136188.78,1,67110.59,1
15746902,793,1,38,0,0,88225.02,0
15752081,468,0,56,0,1,62256.87,1
15781307,779,1,37,120092.52,0,135925.72,0
15775912,698,1,48,101238.24,1,177815.87,1
15745417,707,1,58,89685.92,1,126471.13,0
15671256,850,0,35,211774.31,0,188574.12,1
15653547,850,1,56,131317.48,1,119175.45,0
15595766,527,1,37,93722.73,1,139093.73,0
15742358,696,1,32,101160.99,1,115916.55,0
15763274,661,1,48,120320.54,0,96463.25,0
15786063,776,0,31,0,1,112349.51,0
15600258,701,1,43,0,1,165303.79,0
15573318,610,1,26,0,0,166031.08,0
15653849,572,0,48,152827.99,0,38411.79,1
15694272,673,1,30,64097.75,1,77783.35,0
15736112,519,0,57,119035.35,1,29871.79,0
15749851,702,0,26,135219.57,1,59747.63,0
15663478,729,1,32,93694.42,1,79919.13,0
15592300,543,1,35,59408.63,0,76773.53,0
15567832,550,0,40,114354.95,0,54018.93,0
15776780,608,1,59,0,0,70649.64,1
15592846,639,1,35,128173.9,0,59093.39,0
15739803,686,1,34,0,0,127569.8,0
15794142,564,0,62,114931.35,1,18260.98,1
15762729,745,0,28,111071.36,0,73275.96,1
15667896,833,1,37,151226.18,1,136129.49,0
15626578,622,1,26,0,1,153237.59,0
15776223,597,0,42,64740.12,1,106841.12,0
15705953,721,1,51,169312.13,0,109078.35,1
15802593,504,0,49,0,1,87822.14,1
15615457,842,0,44,112652.08,0,126644.98,0
15708916,587,1,38,0,0,47414.15,0
15720187,479,0,30,143964.36,0,41879.99,0
15595440,508,1,49,122451.46,1,75808.1,0
15600651,749,1,24,0,1,47911.03,0
15750141,721,0,36,65253.07,0,28737.78,0
15657284,674,1,47,106901.94,1,2079.2,1
15763063,685,0,25,128509.63,0,121562.33,0
15709324,417,1,34,0,0,55003.79,0
15711309,574,1,33,129834.67,0,193131.42,0
15775318,590,0,51,154962.99,1,191932.27,1
15705515,587,1,40,138241.9,0,159418.1,0
15634844,598,1,41,91536.93,0,191468.78,1
15717046,741,1,53,0,1,38913.68,0
15571816,850,0,70,0,1,705.18,0
15670080,584,0,29,105204.01,1,138490.03,0
15800440,650,1,61,152968.73,1,82970.69,0
15665678,607,1,36,158261.68,1,76744.72,0
15665956,509,0,46,0,0,71244.59,1
15788126,689,0,38,121021.05,1,12182.15,0
15811773,543,1,36,0,1,141210.5,0
15651674,438,0,54,0,0,191763.07,1
15689614,687,0,63,137715.66,1,37938.74,0
15795564,737,1,31,121192.22,1,74890.58,0
15706647,761,1,31,0,1,166698.18,0
15728505,601,1,44,100486.18,1,62678.53,0
15730076,651,1,45,0,0,67740.08,1
15622003,745,1,35,92566.53,0,161519.77,0
15607312,648,0,49,0,1,159835.78,1
15644753,848,1,40,110929.96,1,30876.84,0
15653620,546,0,27,0,1,14858.1,0
15761986,439,0,32,138901.61,0,75685.97,0
15633922,755,1,30,123217.66,1,144183.1,0
15734674,593,0,41,0,0,65170.66,0
15658032,701,1,39,0,1,82526.92,0
15692671,701,1,36,0,0,169161.46,0
15737741,607,0,33,108431.87,1,109291.39,1
15576352,586,0,57,0,1,6057.81,0
15753719,547,0,30,72392.41,0,77077.14,0
15803689,647,0,51,119741.77,0,54954.51,1
15718057,760,0,51,100946.71,0,179614.8,1
15722010,621,1,53,170491.84,0,35588.07,1
15680998,725,1,44,0,1,117356.14,0
15614782,526,1,36,0,0,160696.72,0
15591047,519,0,47,157296.02,0,147278.43,1
15788291,713,0,38,144606.22,1,56594.36,1
15604044,700,1,38,134811.3,0,1299.75,0
15679587,666,0,34,115897.12,1,25095.03,0
15775153,630,1,32,82034,0,146326.45,0
15603925,779,0,26,174318.13,1,38296.21,0
15680970,611,0,41,114206.84,0,164061.6,0
15697183,685,1,43,0,0,107811.28,0
15567446,646,1,39,111574.41,1,30838.51,0
15637476,683,0,57,162448.69,0,9221.78,1
15714939,484,0,34,148249.54,1,33738.27,0
15683503,601,0,43,0,1,110916.15,1
15645569,762,0,26,123709.46,1,169654.57,0
15782569,687,0,72,0,1,69829.4,0
15592387,566,1,30,0,0,54926.51,1
15609286,702,1,37,150525.8,1,94728.49,0
15814035,601,1,29,0,1,80393.27,0
15661249,699,1,53,0,1,111307.98,0
15629117,584,1,28,0,0,19834.32,0
15607170,699,1,35,0,1,78397.24,0
